f,mag,pha
1.95433945577536e+003,-2.00959121454854e+001,-3.13832223827359e+000
1.95884467350596e+003,-2.00967208921914e+001,-3.14557405158639e+000
1.96336027683602e+003,-2.00975334544336e+001,-3.15284270141892e+000
1.96788628970681e+003,-2.00983498506033e+001,-3.16012822740962e+000
1.97242273611482e+003,-2.00991700991845e+001,-3.16743066929407e+000
1.97696964011183e+003,-2.00999942187536e+001,-3.17475006690516e+000
1.98152702580507e+003,-2.01008222279806e+001,-3.18208646017343e+000
1.98609491735734e+003,-2.01016541456293e+001,-3.18943988912727e+000
1.99067333898715e+003,-2.01024899905578e+001,-3.19681039389322e+000
1.99526231496885e+003,-2.01033297817191e+001,-3.20419801469630e+000
1.99986186963271e+003,-2.01041735381616e+001,-3.21160279186010e+000
2.00447202736513e+003,-2.01050212790295e+001,-3.21902476580729e+000
2.00909281260870e+003,-2.01058730235634e+001,-3.22646397705962e+000
2.01372424986236e+003,-2.01067287911008e+001,-3.23392046623847e+000
2.01836636368153e+003,-2.01075886010770e+001,-3.24139427406489e+000
2.02301917867824e+003,-2.01084524730247e+001,-3.24888544135998e+000
2.02768271952125e+003,-2.01093204265756e+001,-3.25639400904520e+000
2.03235701093619e+003,-2.01101924814603e+001,-3.26392001814250e+000
2.03704207770568e+003,-2.01110686575089e+001,-3.27146350977478e+000
2.04173794466950e+003,-2.01119489746518e+001,-3.27902452516602e+000
2.04644463672464e+003,-2.01128334529199e+001,-3.28660310564163e+000
2.05116217882553e+003,-2.01137221124455e+001,-3.29419929262866e+000
2.05589059598411e+003,-2.01146149734626e+001,-3.30181312765624e+000
2.06062991326997e+003,-2.01155120563075e+001,-3.30944465235560e+000
2.06538015581049e+003,-2.01164133814195e+001,-3.31709390846061e+000
2.07014134879101e+003,-2.01173189693412e+001,-3.32476093780790e+000
2.07491351745487e+003,-2.01182288407195e+001,-3.33244578233719e+000
2.07969668710366e+003,-2.01191430163056e+001,-3.34014848409156e+000
2.08449088309725e+003,-2.01200615169561e+001,-3.34786908521780e+000
2.08929613085400e+003,-2.01209843636332e+001,-3.35560762796662e+000
2.09411245585086e+003,-2.01219115774054e+001,-3.36336415469291e+000
2.09893988362349e+003,-2.01228431794484e+001,-3.37113870785618e+000
2.10377843976644e+003,-2.01237791910451e+001,-3.37893133002065e+000
2.10862814993325e+003,-2.01247196335865e+001,-3.38674206385568e+000
2.11348903983661e+003,-2.01256645285725e+001,-3.39457095213600e+000
2.11836113524846e+003,-2.01266138976121e+001,-3.40241803774205e+000
2.12324446200018e+003,-2.01275677624242e+001,-3.41028336366021e+000
2.12813904598267e+003,-2.01285261448383e+001,-3.41816697298312e+000
2.13304491314654e+003,-2.01294890667949e+001,-3.42606890890998e+000
2.13796208950219e+003,-2.01304565503464e+001,-3.43398921474686e+000
2.14289060112002e+003,-2.01314286176572e+001,-3.44192793390700e+000
2.14783047413050e+003,-2.01324052910050e+001,-3.44988510991101e+000
2.15278173472433e+003,-2.01333865927809e+001,-3.45786078638731e+000
2.15774440915263e+003,-2.01343725454903e+001,-3.46585500707236e+000
2.16271852372698e+003,-2.01353631717533e+001,-3.47386781581093e+000
2.16770410481966e+003,-2.01363584943056e+001,-3.48189925655647e+000
2.17270117886370e+003,-2.01373585359990e+001,-3.48994937337136e+000
2.17770977235312e+003,-2.01383633198022e+001,-3.49801821042728e+000
2.18272991184296e+003,-2.01393728688011e+001,-3.50610581200536e+000
2.18776162394951e+003,-2.01403872061998e+001,-3.51421222249675e+000
2.19280493535041e+003,-2.01414063553210e+001,-3.52233748640263e+000
2.19785987278478e+003,-2.01424303396071e+001,-3.53048164833471e+000
2.20292646305342e+003,-2.01434591826202e+001,-3.53864475301554e+000
2.20800473301886e+003,-2.01444929080433e+001,-3.54682684527869e+000
2.21309470960560e+003,-2.01455315396807e+001,-3.55502797006917e+000
2.21819641980018e+003,-2.01465751014591e+001,-3.56324817244374e+000
2.22330989065136e+003,-2.01476236174276e+001,-3.57148749757113e+000
2.22843514927026e+003,-2.01486771117588e+001,-3.57974599073247e+000
2.23357222283049e+003,-2.01497356087497e+001,-3.58802369732159e+000
2.23872113856830e+003,-2.01507991328219e+001,-3.59632066284517e+000
2.24388192378272e+003,-2.01518677085227e+001,-3.60463693292338e+000
2.24905460583574e+003,-2.01529413605255e+001,-3.61297255328983e+000
2.25423921215239e+003,-2.01540201136307e+001,-3.62132756979219e+000
2.25943577022093e+003,-2.01551039927664e+001,-3.62970202839232e+000
2.26464430759302e+003,-2.01561930229892e+001,-3.63809597516672e+000
2.26986485188378e+003,-2.01572872294847e+001,-3.64650945630672e+000
2.27509743077203e+003,-2.01583866375683e+001,-3.65494251811899e+000
2.28034207200037e+003,-2.01594912726860e+001,-3.66339520702566e+000
2.28559880337539e+003,-2.01606011604152e+001,-3.67186756956478e+000
2.29086765276773e+003,-2.01617163264653e+001,-3.68035965239066e+000
2.29614864811232e+003,-2.01628367966785e+001,-3.68887150227404e+000
2.30144181740846e+003,-2.01639625970306e+001,-3.69740316610266e+000
2.30674718872002e+003,-2.01650937536318e+001,-3.70595469088138e+000
2.31206479017555e+003,-2.01662302927270e+001,-3.71452612373263e+000
2.31739464996843e+003,-2.01673722406974e+001,-3.72311751189670e+000
2.32273679635706e+003,-2.01685196240605e+001,-3.73172890273209e+000
2.32809125766496e+003,-2.01696724694715e+001,-3.74036034371587e+000
2.33345806228096e+003,-2.01708308037234e+001,-3.74901188244393e+000
2.33883723865931e+003,-2.01719946537485e+001,-3.75768356663145e+000
2.34422881531987e+003,-2.01731640466186e+001,-3.76637544411313e+000
2.34963282084826e+003,-2.01743390095462e+001,-3.77508756284358e+000
2.35504928389596e+003,-2.01755195698851e+001,-3.78381997089769e+000
2.36047823318053e+003,-2.01767057551314e+001,-3.79257271647086e+000
2.36591969748571e+003,-2.01778975929238e+001,-3.80134584787950e+000
2.37137370566161e+003,-2.01790951110454e+001,-3.81013941356128e+000
2.37684028662483e+003,-2.01802983374233e+001,-3.81895346207545e+000
2.38231946935864e+003,-2.01815073001304e+001,-3.82778804210335e+000
2.38781128291313e+003,-2.01827220273858e+001,-3.83664320244853e+000
2.39331575640534e+003,-2.01839425475558e+001,-3.84551899203724e+000
2.39883291901944e+003,-2.01851688891546e+001,-3.85441545991887e+000
2.40436280000688e+003,-2.01864010808451e+001,-3.86333265526602e+000
2.40990542868654e+003,-2.01876391514402e+001,-3.87227062737523e+000
2.41546083444489e+003,-2.01888831299030e+001,-3.88122942566695e+000
2.42102904673613e+003,-2.01901330453482e+001,-3.89020909968623e+000
2.42661009508236e+003,-2.01913889270428e+001,-3.89920969910287e+000
2.43220400907376e+003,-2.01926508044069e+001,-3.90823127371183e+000
2.43781081836870e+003,-2.01939187070146e+001,-3.91727387343367e+000
2.44343055269392e+003,-2.01951926645952e+001,-3.92633754831479e+000
2.44906324184469e+003,-2.01964727070335e+001,-3.93542234852789e+000
2.45470891568498e+003,-2.01977588643713e+001,-3.94452832437233e+000
2.46036760414758e+003,-2.01990511668080e+001,-3.95365552627437e+000
2.46603933723429e+003,-2.02003496447015e+001,-3.96280400478775e+000
2.47172414501608e+003,-2.02016543285692e+001,-3.97197381059394e+000
2.47742205763323e+003,-2.02029652490892e+001,-3.98116499450241e+000
2.48313310529552e+003,-2.02042824371006e+001,-3.99037760745130e+000
2.48885731828234e+003,-2.02056059236049e+001,-3.99961170050737e+000
2.49459472694290e+003,-2.02069357397670e+001,-4.00886732486683e+000
2.50034536169638e+003,-2.02082719169160e+001,-4.01814453185538e+000
