Freq.,Vv1/IR1
2.64240875732189e+003,9.90325205236454e+001,1.79478145386625e+002
2.64850013860664e+003,9.90325887261940e+001,1.79476867011365e+002
2.65460556197548e+003,9.90326572546879e+001,1.79475585146904e+002
2.66072505979875e+003,9.90327261107367e+001,1.79474299781205e+002
2.66685866452142e+003,9.90327952959585e+001,1.79473010902171e+002
2.67300640866325e+003,9.90328648119800e+001,1.79471718497646e+002
2.67916832481897e+003,9.90329346604362e+001,1.79470422555418e+002
2.68534444565845e+003,9.90330048429709e+001,1.79469123063212e+002
2.69153480392685e+003,9.90330753612363e+001,1.79467820008695e+002
2.69773943244486e+003,9.90331462168934e+001,1.79466513379473e+002
2.70395836410878e+003,9.90332174116121e+001,1.79465203163092e+002
2.71019163189078e+003,9.90332889470708e+001,1.79463889347036e+002
2.71643926883902e+003,9.90333608249568e+001,1.79462571918729e+002
2.72270130807785e+003,9.90334330469665e+001,1.79461250865532e+002
2.72897778280798e+003,9.90335056148049e+001,1.79459926174745e+002
2.73526872630665e+003,9.90335785301861e+001,1.79458597833604e+002
2.74157417192782e+003,9.90336517948335e+001,1.79457265829281e+002
2.74789415310233e+003,9.90337254104792e+001,1.79455930148888e+002
2.75422870333810e+003,9.90337993788646e+001,1.79454590779470e+002
2.76057785622028e+003,9.90338737017405e+001,1.79453247708009e+002
2.76694164541145e+003,9.90339483808665e+001,1.79451900921422e+002
2.77332010465178e+003,9.90340234180121e+001,1.79450550406561e+002
2.77971326775922e+003,9.90340988149555e+001,1.79449196150210e+002
2.78612116862970e+003,9.90341745734849e+001,1.79447838139091e+002
2.79254384123727e+003,9.90342506953975e+001,1.79446476359858e+002
2.79898131963430e+003,9.90343271825004e+001,1.79445110799095e+002
2.80543363795165e+003,9.90344040366101e+001,1.79443741443323e+002
2.81190083039887e+003,9.90344812595527e+001,1.79442368278992e+002
2.81838293126439e+003,9.90345588531640e+001,1.79440991292486e+002
2.82487997491564e+003,9.90346368192897e+001,1.79439610470118e+002
2.83139199579931e+003,9.90347151597852e+001,1.79438225798133e+002
2.83791902844149e+003,9.90347938765157e+001,1.79436837262706e+002
2.84446110744785e+003,9.90348729713564e+001,1.79435444849942e+002
2.85101826750384e+003,9.90349524461925e+001,1.79434048545875e+002
2.85759054337488e+003,9.90350323029193e+001,1.79432648336468e+002
2.86417796990651e+003,9.90351125434420e+001,1.79431244207612e+002
2.87078058202462e+003,9.90351931696762e+001,1.79429836145126e+002
2.87739841473560e+003,9.90352741835474e+001,1.79428424134757e+002
2.88403150312654e+003,9.90353555869918e+001,1.79427008162178e+002
2.89067988236540e+003,9.90354373819556e+001,1.79425588212989e+002
2.89734358770125e+003,9.90355195703955e+001,1.79424164272716e+002
2.90402265446438e+003,9.90356021542788e+001,1.79422736326809e+002
2.91071711806653e+003,9.90356851355832e+001,1.79421304360644e+002
2.91742701400109e+003,9.90357685162970e+001,1.79419868359522e+002
2.92415237784326e+003,9.90358522984191e+001,1.79418428308665e+002
2.93089324525025e+003,9.90359364839592e+001,1.79416984193222e+002
2.93764965196146e+003,9.90360210749378e+001,1.79415535998262e+002
2.94442163379869e+003,9.90361060733862e+001,1.79414083708776e+002
2.95120922666631e+003,9.90361914813466e+001,1.79412627309680e+002
2.95801246655147e+003,9.90362773008722e+001,1.79411166785808e+002
2.96483138952427e+003,9.90363635340273e+001,1.79409702121914e+002
2.97166603173795e+003,9.90364501828872e+001,1.79408233302675e+002
2.97851642942911e+003,9.90365372495384e+001,1.79406760312686e+002
2.98538261891788e+003,9.90366247360786e+001,1.79405283136460e+002
2.99226463660811e+003,9.90367126446170e+001,1.79403801758428e+002
2.99916251898757e+003,9.90368009772740e+001,1.79402316162942e+002
3.00607630262815e+003,9.90368897361814e+001,1.79400826334268e+002
3.01300602418604e+003,9.90369789234828e+001,1.79399332256589e+002
3.01995172040194e+003,9.90370685413330e+001,1.79397833914005e+002
3.02691342810123e+003,9.90371585918987e+001,1.79396331290531e+002
3.03389118419419e+003,9.90372490773583e+001,1.79394824370097e+002
3.04088502567620e+003,9.90373399999020e+001,1.79393313136546e+002
3.04789498962790e+003,9.90374313617318e+001,1.79391797573637e+002
3.05492111321543e+003,9.90375231650616e+001,1.79390277665040e+002
3.06196343369060e+003,9.90376154121176e+001,1.79388753394337e+002
3.06902198839108e+003,9.90377081051376e+001,1.79387224745024e+002
3.07609681474063e+003,9.90378012463720e+001,1.79385691700506e+002
3.08318795024927e+003,9.90378948380832e+001,1.79384154244100e+002
3.09029543251351e+003,9.90379888825460e+001,1.79382612359031e+002
3.09741929921650e+003,9.90380833820475e+001,1.79381066028435e+002
3.10455958812827e+003,9.90381783388873e+001,1.79379515235355e+002
3.11171633710594e+003,9.90382737553777e+001,1.79377959962744e+002
3.11888958409385e+003,9.90383696338433e+001,1.79376400193460e+002
3.12607936712387e+003,9.90384659766215e+001,1.79374835910269e+002
3.13328572431550e+003,9.90385627860627e+001,1.79373267095843e+002
3.14050869387613e+003,9.90386600645297e+001,1.79371693732756e+002
3.14774831410123e+003,9.90387578143987e+001,1.79370115803492e+002
3.15500462337454e+003,9.90388560380585e+001,1.79368533290435e+002
3.16227766016829e+003,9.90389547379113e+001,1.79366946175873e+002
3.16956746304341e+003,9.90390539163722e+001,1.79365354441996e+002
3.17687407064968e+003,9.90391535758697e+001,1.79363758070896e+002
3.18419752172604e+003,9.90392537188457e+001,1.79362157044568e+002
3.19153785510067e+003,9.90393543477552e+001,1.79360551344904e+002
3.19889510969131e+003,9.90394554650669e+001,1.79358940953697e+002
3.20626932450538e+003,9.90395570732632e+001,1.79357325852640e+002
3.21366053864023e+003,9.90396591748400e+001,1.79355706023322e+002
3.22106879128335e+003,9.90397617723069e+001,1.79354081447231e+002
3.22849412171255e+003,9.90398648681873e+001,1.79352452105750e+002
3.23593656929619e+003,9.90399684650188e+001,1.79350817980160e+002
3.24339617349340e+003,9.90400725653526e+001,1.79349179051635e+002
3.25087297385425e+003,9.90401771717544e+001,1.79347535301244e+002
3.25836701002000e+003,9.90402822868037e+001,1.79345886709949e+002
3.26587832172327e+003,9.90403879130944e+001,1.79344233258607e+002
3.27340694878829e+003,9.90404940532350e+001,1.79342574927964e+002
3.28095293113110e+003,9.90406007098481e+001,1.79340911698658e+002
3.28851630875974e+003,9.90407078855709e+001,1.79339243551219e+002
3.29609712177449e+003,9.90408155830553e+001,1.79337570466063e+002
3.30369541036806e+003,9.90409238049680e+001,1.79335892423499e+002
3.31131121482582e+003,9.90410325539903e+001,1.79334209403720e+002
3.31894457552601e+003,9.90411418328186e+001,1.79332521386809e+002
3.32659553293995e+003,9.90412516441641e+001,1.79330828352732e+002
3.33426412763226e+003,9.90413619907532e+001,1.79329130281344e+002
3.34195040026105e+003,9.90414728753276e+001,1.79327427152382e+002
3.34965439157818e+003,9.90415843006441e+001,1.79325718945466e+002
3.35737614242945e+003,9.90416962694748e+001,1.79324005640101e+002
3.36511569375481e+003,9.90418087846076e+001,1.79322287215672e+002
3.37287308658860e+003,9.90419218488456e+001,1.79320563651446e+002
3.38064836205972e+003,9.90420354650080e+001,1.79318834926570e+002
3.38844156139193e+003,9.90421496359292e+001,1.79317101020069e+002
3.39625272590399e+003,9.90422643644600e+001,1.79315361910847e+002
3.40408189700991e+003,9.90423796534669e+001,1.79313617577685e+002
3.41192911621919e+003,9.90424955058326e+001,1.79311867999242e+002
3.41979442513699e+003,9.90426119244557e+001,1.79310113154049e+002
3.42767786546441e+003,9.90427289122515e+001,1.79308353020515e+002
3.43557947899865e+003,9.90428464721514e+001,1.79306587576919e+002
3.44349930763329e+003,9.90429646071033e+001,1.79304816801417e+002
3.45143739335846e+003,9.90430833200718e+001,1.79303040672033e+002
3.45939377826112e+003,9.90432026140380e+001,1.79301259166661e+002
3.46736850452522e+003,9.90433224920002e+001,1.79299472263069e+002
3.47536161443196e+003,9.90434429569731e+001,1.79297679938889e+002
3.48337315036002e+003,9.90435640119888e+001,1.79295882171622e+002
3.49140315478576e+003,9.90436856600963e+001,1.79294078938637e+002
3.49945167028347e+003,9.90438079043621e+001,1.79292270217167e+002
3.50751873952558e+003,9.90439307478698e+001,1.79290455984310e+002
3.51560440528288e+003,9.90440541937206e+001,1.79288636217028e+002
3.52370871042477e+003,9.90441782450332e+001,1.79286810892143e+002
3.53183169791947e+003,9.90443029049440e+001,1.79284979986340e+002
3.53997341083424e+003,9.90444281766073e+001,1.79283143476166e+002
3.54813389233565e+003,9.90445540631953e+001,1.79281301338025e+002
3.55631318568975e+003,9.90446805678979e+001,1.79279453548178e+002
3.56451133426234e+003,9.90448076939238e+001,1.79277600082745e+002
3.57272838151918e+003,9.90449354444993e+001,1.79275740917702e+002
3.58096437102626e+003,9.90450638228695e+001,1.79273876028877e+002
3.58921934644995e+003,9.90451928322980e+001,1.79272005391955e+002
3.59749335155732e+003,9.90453224760668e+001,1.79270128982470e+002
3.60578643021632e+003,9.90454527574769e+001,1.79268246775811e+002
3.61409862639603e+003,9.90455836798479e+001,1.79266358747214e+002
3.62242998416688e+003,9.90457152465187e+001,1.79264464871765e+002
3.63078054770091e+003,9.90458474608471e+001,1.79262565124397e+002
3.63915036127196e+003,9.90459803262102e+001,1.79260659479890e+002
3.64753946925597e+003,9.90461138460045e+001,1.79258747912870e+002
3.65594791613114e+003,9.90462480236460e+001,1.79256830397806e+002
3.66437574647822e+003,9.90463828625703e+001,1.79254906909010e+002
3.67282300498074e+003,9.90465183662327e+001,1.79252977420636e+002
3.68128973642520e+003,9.90466545381087e+001,1.79251041906678e+002
3.68977598570139e+003,9.90467913816933e+001,1.79249100340968e+002
3.69828179780255e+003,9.90469289005021e+001,1.79247152697177e+002
3.70680721782565e+003,9.90470670980707e+001,1.79245198948813e+002
3.71535229097161e+003,9.90472059779553e+001,1.79243239069216e+002
3.72391706254557e+003,9.90473455437326e+001,1.79241273031564e+002
3.73250157795709e+003,9.90474857989999e+001,1.79239300808864e+002
3.74110588272042e+003,9.90476267473754e+001,1.79237322373956e+002
3.74973002245472e+003,9.90477683924983e+001,1.79235337699508e+002
3.75837404288433e+003,9.90479107380288e+001,1.79233346758020e+002
3.76703798983897e+003,9.90480537876485e+001,1.79231349521814e+002
3.77572190925404e+003,9.90481975450601e+001,1.79229345963041e+002
3.78442584717082e+003,9.90483420139883e+001,1.79227336053674e+002
3.79314984973670e+003,9.90484871981790e+001,1.79225319765512e+002
3.80189396320550e+003,9.90486331014002e+001,1.79223297070172e+002
3.81065823393761e+003,9.90487797274418e+001,1.79221267939091e+002
3.81944270840035e+003,9.90489270801156e+001,1.79219232343526e+002
3.82824743316811e+003,9.90490751632561e+001,1.79217190254550e+002
3.83707245492267e+003,9.90492239807198e+001,1.79215141643052e+002
3.84591782045342e+003,9.90493735363859e+001,1.79213086479734e+002
3.85478357665760e+003,9.90495238341564e+001,1.79211024735110e+002
3.86366977054057e+003,9.90496748779561e+001,1.79208956379506e+002
3.87257644921605e+003,9.90498266717327e+001,1.79206881383057e+002
3.88150365990636e+003,9.90499792194574e+001,1.79204799715703e+002
3.89045144994268e+003,9.90501325251243e+001,1.79202711347195e+002
3.89941986676531e+003,9.90502865927513e+001,1.79200616247084e+002
3.90840895792390e+003,9.90504414263799e+001,1.79198514384726e+002
3.91741877107771e+003,9.90505970300753e+001,1.79196405729277e+002
3.92644935399587e+003,9.90507534079267e+001,1.79194290249694e+002
3.93550075455765e+003,9.90509105640475e+001,1.79192167914731e+002
3.94457302075266e+003,9.90510685025755e+001,1.79190038692937e+002
3.95366620068115e+003,9.90512272276726e+001,1.79187902552658e+002
3.96278034255427e+003,9.90513867435258e+001,1.79185759462031e+002
3.97191549469428e+003,9.90515470543465e+001,1.79183609388985e+002
3.98107170553485e+003,9.90517081643712e+001,1.79181452301236e+002
3.99024902362129e+003,9.90518700778618e+001,1.79179288166290e+002
3.99944749761085e+003,9.90520327991051e+001,1.79177116951439e+002
4.00866717627290e+003,9.90521963324136e+001,1.79174938623755e+002
4.01790810848927e+003,9.90523606821254e+001,1.79172753150098e+002
4.02717034325446e+003,9.90525258526046e+001,1.79170560497102e+002
4.03645392967592e+003,9.90526918482411e+001,1.79168360631185e+002
4.04575891697430e+003,9.90528586734511e+001,1.79166153518537e+002
4.05508535448371e+003,9.90530263326771e+001,1.79163939125125e+002
4.06443329165200e+003,9.90531948303884e+001,1.79161717416687e+002
4.07380277804099e+003,9.90533641710806e+001,1.79159488358735e+002
4.08319386332679e+003,9.90535343592767e+001,1.79157251916546e+002
4.09260659729998e+003,9.90537053995265e+001,1.79155008055165e+002
4.10204102986593e+003,9.90538772964073e+001,1.79152756739403e+002
4.11149721104509e+003,9.90540500545237e+001,1.79150497933833e+002
4.12097519097317e+003,9.90542236785082e+001,1.79148231602788e+002
4.13047501990148e+003,9.90543981730210e+001,1.79145957710360e+002
4.13999674819717e+003,9.90545735427504e+001,1.79143676220398e+002
4.14954042634349e+003,9.90547497924130e+001,1.79141387096506e+002
4.15910610494009e+003,9.90549269267540e+001,1.79139090302040e+002
4.16869383470322e+003,9.90551049505470e+001,1.79136785800105e+002
4.17830366646608e+003,9.90552838685947e+001,1.79134473553555e+002
4.18793565117905e+003,9.90554636857286e+001,1.79132153524991e+002
4.19758983990994e+003,9.90556444068099e+001,1.79129825676755e+002
4.20726628384430e+003,9.90558260367288e+001,1.79127489970934e+002
4.21696503428568e+003,9.90560085804055e+001,1.79125146369350e+002
4.22668614265589e+003,9.90561920427899e+001,1.79122794833566e+002
4.23642966049527e+003,9.90563764288623e+001,1.79120435324876e+002
4.24619563946299e+003,9.90565617436330e+001,1.79118067804310e+002
4.25598413133729e+003,9.90567479921430e+001,1.79115692232623e+002
4.26579518801578e+003,9.90569351794641e+001,1.79113308570303e+002
4.27562886151572e+003,9.90571233106988e+001,1.79110916777559e+002
4.28548520397425e+003,9.90573123909810e+001,1.79108516814325e+002
4.29536426764873e+003,9.90575024254761e+001,1.79106108640254e+002
4.30526610491696e+003,9.90576934193810e+001,1.79103692214718e+002
4.31519076827751e+003,9.90578853779244e+001,1.79101267496802e+002
4.32513831034994e+003,9.90580783063671e+001,1.79098834445307e+002
4.33510878387514e+003,9.90582722100025e+001,1.79096393018742e+002
4.34510224171557e+003,9.90584670941561e+001,1.79093943175323e+002
4.35511873685554e+003,9.90586629641865e+001,1.79091484872974e+002
4.36515832240151e+003,9.90588598254852e+001,1.79089018069318e+002
4.37522105158237e+003,9.90590576834770e+001,1.79086542721680e+002
4.38530697774971e+003,9.90592565436201e+001,1.79084058787081e+002
4.39541615437809e+003,9.90594564114066e+001,1.79081566222237e+002
4.40554863506538e+003,9.90596572923623e+001,1.79079064983554e+002
4.41570447353297e+003,9.90598591920475e+001,1.79076555027129e+002
4.42588372362611e+003,9.90600621160568e+001,1.79074036308743e+002
4.43608643931417e+003,9.90602660700197e+001,1.79071508783861e+002
4.44631267469093e+003,9.90604710596003e+001,1.79068972407628e+002
4.45656248397488e+003,9.90606770904983e+001,1.79066427134867e+002
4.46683592150948e+003,9.90608841684488e+001,1.79063872920074e+002
4.47713304176347e+003,9.90610922992223e+001,1.79061309717419e+002
4.48745389933117e+003,9.90613014886258e+001,1.79058737480737e+002
4.49779854893272e+003,9.90615117425023e+001,1.79056156163531e+002
4.50816704541445e+003,9.90617230667312e+001,1.79053565718966e+002
4.51855944374907e+003,9.90619354672288e+001,1.79050966099866e+002
4.52897579903605e+003,9.90621489499486e+001,1.79048357258709e+002
4.53941616650187e+003,9.90623635208812e+001,1.79045739147631e+002
4.54988060150033e+003,9.90625791860550e+001,1.79043111718413e+002
4.56036915951280e+003,9.90627959515360e+001,1.79040474922484e+002
4.57088189614859e+003,9.90630138234287e+001,1.79037828710918e+002
4.58141886714517e+003,9.90632328078757e+001,1.79035173034428e+002
4.59198012836852e+003,9.90634529110585e+001,1.79032507843361e+002
4.60256573581340e+003,9.90636741391976e+001,1.79029833087702e+002
4.61317574560363e+003,9.90638964985528e+001,1.79027148717063e+002
4.62381021399244e+003,9.90641199954233e+001,1.79024454680682e+002
4.63446919736272e+003,9.90643446361484e+001,1.79021750927422e+002
4.64515275222733e+003,9.90645704271074e+001,1.79019037405764e+002
4.65586093522942e+003,9.90647973747203e+001,1.79016314063806e+002
4.66659380314272e+003,9.90650254854475e+001,1.79013580849256e+002
4.67735141287181e+003,9.90652547657907e+001,1.79010837709433e+002
4.68813382145248e+003,9.90654852222929e+001,1.79008084591259e+002
4.69894108605199e+003,9.90657168615390e+001,1.79005321441261e+002
4.70977326396936e+003,9.90659496901555e+001,1.79002548205558e+002
4.72063041263574e+003,9.90661837148116e+001,1.78999764829866e+002
4.73151258961463e+003,9.90664189422187e+001,1.78996971259491e+002
4.74241985260228e+003,9.90666553791314e+001,1.78994167439324e+002
4.75335225942788e+003,9.90668930323477e+001,1.78991353313838e+002
4.76430986805398e+003,9.90671319087089e+001,1.78988528827083e+002
4.77529273657674e+003,9.90673720151003e+001,1.78985693922685e+002
4.78630092322621e+003,9.90676133584514e+001,1.78982848543839e+002
4.79733448636672e+003,9.90678559457364e+001,1.78979992633305e+002
4.80839348449711e+003,9.90680997839744e+001,1.78977126133406e+002
4.81947797625110e+003,9.90683448802296e+001,1.78974248986021e+002
4.83058802039755e+003,9.90685912416119e+001,1.78971361132584e+002
4.84172367584082e+003,9.90688388752771e+001,1.78968462514076e+002
4.85288500162103e+003,9.90690877884274e+001,1.78965553071023e+002
4.86407205691444e+003,9.90693379883114e+001,1.78962632743492e+002
4.87528490103368e+003,9.90695894822248e+001,1.78959701471085e+002
4.88652359342816e+003,9.90698422775108e+001,1.78956759192934e+002
4.89778819368428e+003,9.90700963815600e+001,1.78953805847699e+002
4.90907876152585e+003,9.90703518018113e+001,1.78950841373562e+002
4.92039535681433e+003,9.90706085457520e+001,1.78947865708222e+002
4.93173803954917e+003,9.90708666209181e+001,1.78944878788890e+002
4.94310686986817e+003,9.90711260348949e+001,1.78941880552285e+002
4.95450190804772e+003,9.90713867953171e+001,1.78938870934630e+002
4.96592321450317e+003,9.90716489098695e+001,1.78935849871645e+002
4.97737084978917e+003,9.90719123862870e+001,1.78932817298543e+002
4.98884487459993e+003,9.90721772323555e+001,1.78929773150026e+002
5.00034534976960e+003,9.90724434559117e+001,1.78926717360280e+002
5.01187233627253e+003,9.90727110648438e+001,1.78923649862966e+002
5.02342589522368e+003,9.90729800670922e+001,1.78920570591220e+002
5.03500608787886e+003,9.90732504706493e+001,1.78917479477646e+002
5.04661297563509e+003,9.90735222835601e+001,1.78914376454309e+002
5.05824662003095e+003,9.90737955139229e+001,1.78911261452731e+002
5.06990708274685e+003,9.90740701698894e+001,1.78908134403886e+002
5.08159442560541e+003,9.90743462596652e+001,1.78904995238195e+002
5.09330871057176e+003,9.90746237915104e+001,1.78901843885517e+002
5.10504999975387e+003,9.90749027737396e+001,1.78898680275148e+002
5.11681835540288e+003,9.90751832147226e+001,1.78895504335813e+002
5.12861383991345e+003,9.90754651228851e+001,1.78892315995659e+002
5.14043651582406e+003,9.90757485067085e+001,1.78889115182252e+002
5.15228644581737e+003,9.90760333747308e+001,1.78885901822570e+002
5.16416369272051e+003,9.90763197355470e+001,1.78882675842994e+002
5.17606831950548e+003,9.90766075978094e+001,1.78879437169309e+002
5.18800038928941e+003,9.90768969702280e+001,1.78876185726691e+002
5.19995996533496e+003,9.90771878615713e+001,1.78872921439704e+002
5.21194711105060e+003,9.90774802806663e+001,1.78869644232292e+002
5.22396188999100e+003,9.90777742363993e+001,1.78866354027776e+002
5.23600436585730e+003,9.90780697377162e+001,1.78863050748845e+002
5.24807460249752e+003,9.90783667936230e+001,1.78859734317548e+002
5.26017266390686e+003,9.90786654131863e+001,1.78856404655293e+002
5.27229861422802e+003,9.90789656055339e+001,1.78853061682835e+002
5.28445251775160e+003,9.90792673798549e+001,1.78849705320270e+002
5.29663443891637e+003,9.90795707454007e+001,1.78846335487030e+002
5.30884444230968e+003,9.90798757114849e+001,1.78842952101877e+002
5.32108259266774e+003,9.90801822874844e+001,1.78839555082893e+002
5.33334895487600e+003,9.90804904828396e+001,1.78836144347475e+002
5.34564359396951e+003,9.90808003070548e+001,1.78832719812327e+002
5.35796657513321e+003,9.90811117696988e+001,1.78829281393453e+002
5.37031796370232e+003,9.90814248804056e+001,1.78825829006150e+002
5.38269782516267e+003,9.90817396488746e+001,1.78822362565000e+002
5.39510622515107e+003,9.90820560848715e+001,1.78818881983863e+002
5.40754322945560e+003,9.90823741982284e+001,1.78815387175871e+002
5.42000890401603e+003,9.90826939988446e+001,1.78811878053416e+002
5.43250331492412e+003,9.90830154966872e+001,1.78808354528145e+002
5.44502652842400e+003,9.90833387017913e+001,1.78804816510954e+002
5.45757861091249e+003,9.90836636242611e+001,1.78801263911977e+002
5.47015962893950e+003,9.90839902742696e+001,1.78797696640578e+002
5.48276964920832e+003,9.90843186620602e+001,1.78794114605345e+002
5.49540873857603e+003,9.90846487979464e+001,1.78790517714080e+002
5.50807696405382e+003,9.90849806923129e+001,1.78786905873791e+002
5.52077439280736e+003,9.90853143556159e+001,1.78783278990682e+002
5.53350109215715e+003,9.90856497983837e+001,1.78779636970150e+002
5.54625712957889e+003,9.90859870312174e+001,1.78775979716769e+002
5.55904257270381e+003,9.90863260647913e+001,1.78772307134285e+002
5.57185748931908e+003,9.90866669098539e+001,1.78768619125607e+002
5.58470194736808e+003,9.90870095772279e+001,1.78764915592799e+002
5.59757601495088e+003,9.90873540778112e+001,1.78761196437066e+002
5.61047976032448e+003,9.90877004225775e+001,1.78757461558751e+002
5.62341325190327e+003,9.90880486225768e+001,1.78753710857322e+002
5.63637655825932e+003,9.90883986889360e+001,1.78749944231362e+002
5.64936974812280e+003,9.90887506328596e+001,1.78746161578563e+002
5.66239289038231e+003,9.90891044656305e+001,1.78742362795712e+002
5.67544605408524e+003,9.90894601986100e+001,1.78738547778683e+002
5.68852930843819e+003,9.90898178432394e+001,1.78734716422427e+002
5.70164272280725e+003,9.90901774110399e+001,1.78730868620964e+002
5.71478636671844e+003,9.90905389136134e+001,1.78727004267368e+002
5.72796030985806e+003,9.90909023626434e+001,1.78723123253759e+002
5.74116462207304e+003,9.90912677698955e+001,1.78719225471295e+002
5.75439937337134e+003,9.90916351472181e+001,1.78715310810156e+002
5.76766463392227e+003,9.90920045065430e+001,1.78711379159539e+002
5.78096047405695e+003,9.90923758598863e+001,1.78707430407643e+002
5.79428696426858e+003,9.90927492193487e+001,1.78703464441659e+002
5.80764417521288e+003,9.90931245971166e+001,1.78699481147757e+002
5.82103217770848e+003,9.90935020054628e+001,1.78695480411081e+002
5.83445104273721e+003,9.90938814567467e+001,1.78691462115729e+002
5.84790084144457e+003,9.90942629634157e+001,1.78687426144746e+002
5.86138164514005e+003,9.90946465380054e+001,1.78683372380113e+002
5.87489352529753e+003,9.90950321931405e+001,1.78679300702731e+002
5.88843655355565e+003,9.90954199415358e+001,1.78675210992413e+002
5.90201080171820e+003,9.90958097959965e+001,1.78671103127870e+002
5.91561634175450e+003,9.90962017694192e+001,1.78666976986697e+002
5.92925324579975e+003,9.90965958747925e+001,1.78662832445362e+002
5.94292158615548e+003,9.90969921251980e+001,1.78658669379195e+002
5.95662143528986e+003,9.90973905338110e+001,1.78654487662370e+002
5.97035286583812e+003,9.90977911139011e+001,1.78650287167896e+002
5.98411595060295e+003,9.90981938788330e+001,1.78646067767602e+002
5.99791076255485e+003,9.90985988420677e+001,1.78641829332125e+002
6.01173737483253e+003,9.90990060171626e+001,1.78637571730895e+002
6.02559586074333e+003,9.90994154177730e+001,1.78633294832118e+002
6.03948629376355e+003,9.90998270576525e+001,1.78628998502771e+002
6.05340874753888e+003,9.91002409506538e+001,1.78624682608575e+002
6.06736329588480e+003,9.91006571107299e+001,1.78620347013994e+002
6.08135001278692e+003,9.91010755519345e+001,1.78615991582208e+002
6.09536897240143e+003,9.91014962884231e+001,1.78611616175108e+002
6.10942024905546e+003,9.91019193344536e+001,1.78607220653275e+002
6.12350391724748e+003,9.91023447043877e+001,1.78602804875965e+002
6.13762005164768e+003,9.91027724126910e+001,1.78598368701097e+002
6.15176872709842e+003,9.91032024739344e+001,1.78593911985236e+002
6.16595001861456e+003,9.91036349027951e+001,1.78589434583573e+002
6.18016400138390e+003,9.91040697140568e+001,1.78584936349915e+002
6.19441075076755e+003,9.91045069226114e+001,1.78580417136665e+002
6.20869034230037e+003,9.91049465434593e+001,1.78575876794805e+002
6.22300285169133e+003,9.91053885917107e+001,1.78571315173881e+002
6.23734835482393e+003,9.91058330825862e+001,1.78566732121986e+002
6.25172692775659e+003,9.91062800314180e+001,1.78562127485741e+002
6.26613864672309e+003,9.91067294536508e+001,1.78557501110280e+002
6.28058358813291e+003,9.91071813648425e+001,1.78552852839226e+002
6.29506182857171e+003,9.91076357806654e+001,1.78548182514684e+002
6.30957344480166e+003,9.91080927169071e+001,1.78543489977210e+002
6.32411851376192e+003,9.91085521894716e+001,1.78538775065804e+002
6.33869711256900e+003,9.91090142143797e+001,1.78534037617881e+002
6.35330931851716e+003,9.91094788077709e+001,1.78529277469260e+002
6.36795520907888e+003,9.91099459859037e+001,1.78524494454139e+002
6.38263486190521e+003,9.91104157651568e+001,1.78519688405080e+002
6.39734835482620e+003,9.91108881620301e+001,1.78514859152984e+002
6.41209576585134e+003,9.91113631931459e+001,1.78510006527076e+002
6.42687717316992e+003,9.91118408752496e+001,1.78505130354881e+002
6.44169265515149e+003,9.91123212252111e+001,1.78500230462203e+002
6.45654229034627e+003,9.91128042600255e+001,1.78495306673106e+002
6.47142615748555e+003,9.91132899968143e+001,1.78490358809893e+002
6.48634433548210e+003,9.91137784528268e+001,1.78485386693081e+002
6.50129690343062e+003,9.91142696454404e+001,1.78480390141380e+002
6.51628394060814e+003,9.91147635921625e+001,1.78475368971675e+002
6.53130552647444e+003,9.91152603106312e+001,1.78470322998997e+002
6.54636174067246e+003,9.91157598186162e+001,1.78465252036504e+002
6.56145266302877e+003,9.91162621340204e+001,1.78460155895455e+002
6.57657837355392e+003,9.91167672748806e+001,1.78455034385190e+002
6.59173895244292e+003,9.91172752593690e+001,1.78449887313102e+002
6.60693448007567e+003,9.91177861057940e+001,1.78444714484615e+002
6.62216503701733e+003,9.91182998326014e+001,1.78439515703158e+002
6.63743070401879e+003,9.91188164583759e+001,1.78434290770141e+002
6.65273156201712e+003,9.91193360018417e+001,1.78429039484929e+002
6.66806769213592e+003,9.91198584818644e+001,1.78423761644815e+002
6.68343917568585e+003,9.91203839174513e+001,1.78418457044996e+002
6.69884609416497e+003,9.91209123277535e+001,1.78413125478545e+002
6.71428852925922e+003,9.91214437320665e+001,1.78407766736382e+002
6.72976656284288e+003,9.91219781498315e+001,1.78402380607252e+002
6.74528027697892e+003,9.91225156006369e+001,1.78396966877690e+002
6.76082975391951e+003,9.91230561042193e+001,1.78391525332000e+002
6.77641507610645e+003,9.91235996804647e+001,1.78386055752219e+002
6.79203632617154e+003,9.91241463494100e+001,1.78380557918095e+002
6.80769358693711e+003,9.91246961312440e+001,1.78375031607051e+002
6.82338694141639e+003,9.91252490463090e+001,1.78369476594159e+002
6.83911647281398e+003,9.91258051151017e+001,1.78363892652108e+002
6.85488226452631e+003,9.91263643582747e+001,1.78358279551175e+002
6.87068440014201e+003,9.91269267966378e+001,1.78352637059188e+002
6.88652296344245e+003,9.91274924511593e+001,1.78346964941503e+002
6.90239803840211e+003,9.91280613429673e+001,1.78341262960962e+002
6.91830970918905e+003,9.91286334933511e+001,1.78335530877867e+002
6.93425806016538e+003,9.91292089237625e+001,1.78329768449942e+002
6.95024317588765e+003,9.91297876558170e+001,1.78323975432305e+002
6.96626514110737e+003,9.91303697112955e+001,1.78318151577424e+002
6.98232404077140e+003,9.91309551121454e+001,1.78312296635094e+002
