Freq.,Vv1/IR1
1.85353162341469e+004,9.60664548216352e+001,1.70260670210595e+002
1.85780445509158e+004,9.60674509823757e+001,1.70579934735442e+002
1.86208713666274e+004,9.60697705993532e+001,1.70893549590003e+002
1.86637969083455e+004,9.60733443997529e+001,1.71201298588879e+002
1.87068214036568e+004,9.60781037009372e+001,1.71502997984687e+002
1.87499450806729e+004,9.60839807186355e+001,1.71798494796662e+002
1.87931681680314e+004,9.60909088384628e+001,1.72087665062784e+002
1.88364908948968e+004,9.60988228519562e+001,1.72370412042810e+002
1.88799134909617e+004,9.61076591586691e+001,1.72646664396750e+002
1.89234361864485e+004,9.61173559361392e+001,1.72916374360529e+002
1.89670592121102e+004,9.61278532797524e+001,1.73179515937757e+002
1.90107827992317e+004,9.61390933146572e+001,1.73436083123773e+002
1.90546071796312e+004,9.61510202819693e+001,1.73686088175581e+002
1.90985325856611e+004,9.61635806015338e+001,1.73929559938799e+002
1.91425592502096e+004,9.61767229135018e+001,1.74166542240520e+002
1.91866874067016e+004,9.61903981009299e+001,1.74397092354929e+002
1.92309172891003e+004,9.62045592955379e+001,1.74621279546668e+002
1.92752491319081e+004,9.62191618686641e+001,1.74839183695296e+002
1.93196831701679e+004,9.62341634093414e+001,1.75050894002791e+002
1.93642196394648e+004,9.62495236912990e+001,1.75256507784776e+002
1.94088587759265e+004,9.62652046305586e+001,1.75456129345116e+002
1.94536008162253e+004,9.62811702351635e+001,1.75649868932656e+002
1.94984459975791e+004,9.62973865484429e+001,1.75837841778147e+002
1.95433945577526e+004,9.63138215870809e+001,1.76020167208837e+002
1.95884467350586e+004,9.63304452751334e+001,1.76196967837740e+002
1.96336027683591e+004,9.63472293750099e+001,1.76368368824281e+002
1.96788628970671e+004,9.63641474163245e+001,1.76534497202739e+002
1.97242273611472e+004,9.63811746234071e+001,1.76695481274802e+002
1.97696964011173e+004,9.63982878421673e+001,1.76851450062423e+002
1.98152702580496e+004,9.64154654669087e+001,1.77002532817153e+002
1.98609491735724e+004,9.64326873676043e+001,1.77148858582173e+002
1.99067333898705e+004,9.64499348180684e+001,1.77290555803290e+002
1.99526231496874e+004,9.64671904253865e+001,1.77427751985261e+002
1.99986186963261e+004,9.64844380609047e+001,1.77560573389961e+002
2.00447202736503e+004,9.65016627930208e+001,1.77689144773028e+002
2.00909281260859e+004,9.65188508219713e+001,1.77813589155767e+002
2.01372424986225e+004,9.65359894167630e+001,1.77934027629314e+002
2.01836636368142e+004,9.65530668543606e+001,1.78050579188155e+002
2.02301917867813e+004,9.65700723612060e+001,1.78163360590347e+002
2.02768271952114e+004,9.65869960571184e+001,1.78272486241901e+002
2.03235701093608e+004,9.66038289015974e+001,1.78378068102992e+002
2.03704207770558e+004,9.66205626425302e+001,1.78480215613814e+002
2.04173794466939e+004,9.66371897672888e+001,1.78579035638075e+002
2.04644463672453e+004,9.66537034561827e+001,1.78674632422250e+002
2.05116217882543e+004,9.66700975382269e+001,1.78767107568899e+002
2.05589059598400e+004,9.66863664491692e+001,1.78856560022464e+002
2.06062991326986e+004,9.67025051917165e+001,1.78943086066109e+002
2.06538015581039e+004,9.67185092978920e+001,1.79026779328282e+002
2.07014134879090e+004,9.67343747934514e+001,1.79107730797814e+002
2.07491351745477e+004,9.67500981642804e+001,1.79186028846444e+002
2.07969668710355e+004,9.67656763246991e+001,1.79261759257792e+002
2.08449088309715e+004,9.67811065875897e+001,1.79335005261889e+002
2.08929613085390e+004,9.67963866362719e+001,1.79405847574444e+002
2.09411245585075e+004,9.68115144980439e+001,1.79474364440124e+002
2.09893988362338e+004,9.68264885193116e+001,1.79540631679191e+002
2.10377843976633e+004,9.68413073422282e+001,1.79604722736914e+002
2.10862814993315e+004,9.68559698827704e+001,1.79666708735216e+002
2.11348903983650e+004,9.68704753101742e+001,1.79726658526094e+002
2.11836113524836e+004,9.68848230276630e+001,1.79784638746402e+002
2.12324446200007e+004,9.68990126543960e+001,1.79840713873601e+002
2.12813904598257e+004,9.69130440085723e+001,1.79894946282170e+002
2.13304491314643e+004,9.69269170916254e+001,1.79947396300369e+002
2.13796208950209e+004,9.69406320734482e+001,1.79998122267112e+002
2.14289060111991e+004,9.69541892785892e+001,-1.79952819411288e+002
2.14783047413039e+004,9.69675891733643e+001,-1.79905374204702e+002
2.15278173472422e+004,9.69808323538296e+001,-1.79859489403248e+002
2.15774440915252e+004,9.69939195345663e+001,-1.79815114062008e+002
2.16271852372687e+004,9.70068515382277e+001,-1.79772198946511e+002
2.16770410481955e+004,9.70196292858023e+001,-1.79730696479098e+002
2.17270117886359e+004,9.70322537875501e+001,-1.79690560686264e+002
2.17770977235301e+004,9.70447261345701e+001,-1.79651747147047e+002
2.18272991184285e+004,9.70570474909581e+001,-1.79614212942542e+002
2.18776162394940e+004,9.70692190865203e+001,-1.79577916606578e+002
2.19280493535030e+004,9.70812422100044e+001,-1.79542818077604e+002
2.19785987278467e+004,9.70931182028158e+001,-1.79508878651824e+002
2.20292646305330e+004,9.71048484531872e+001,-1.79476060937584e+002
2.20800473301875e+004,9.71164343907712e+001,-1.79444328811039e+002
2.21309470960548e+004,9.71278774816280e+001,-1.79413647373105e+002
2.21819641980006e+004,9.71391792235800e+001,-1.79383982907685e+002
2.22330989065125e+004,9.71503411419107e+001,-1.79355302841172e+002
2.22843514927015e+004,9.71613647853820e+001,-1.79327575703209e+002
2.23357222283038e+004,9.71722517225488e+001,-1.79300771088700e+002
2.23872113856818e+004,9.71830035383497e+001,-1.79274859621042e+002
2.24388192378261e+004,9.71936218309560e+001,-1.79249812916550e+002
2.24905460583562e+004,9.72041082088586e+001,-1.79225603550065e+002
2.25423921215227e+004,9.72144642881781e+001,-1.79202205021699e+002
2.25943577022082e+004,9.72246916901820e+001,-1.79179591724698e+002
2.26464430759290e+004,9.72347920389942e+001,-1.79157738914383e+002
2.26986485188366e+004,9.72447669594847e+001,-1.79136622678145e+002
2.27509743077191e+004,9.72546180753257e+001,-1.79116219906458e+002
2.28034207200026e+004,9.72643470072044e+001,-1.79096508264875e+002
2.28559880337527e+004,9.72739553711809e+001,-1.79077466166980e+002
2.29086765276761e+004,9.72834447771822e+001,-1.79059072748267e+002
2.29614864811220e+004,9.72928168276226e+001,-1.79041307840911e+002
2.30144181740835e+004,9.73020731161437e+001,-1.79024151949396e+002
2.30674718871991e+004,9.73112152264640e+001,-1.79007586226995e+002
2.31206479017543e+004,9.73202447313337e+001,-1.78991592453046e+002
2.31739464996832e+004,9.73291631915852e+001,-1.78976153011017e+002
2.32273679635694e+004,9.73379721552754e+001,-1.78961250867331e+002
2.32809125766484e+004,9.73466731569123e+001,-1.78946869550920e+002
2.33345806228084e+004,9.73552677167613e+001,-1.78932993133498e+002
2.33883723865919e+004,9.73637573402251e+001,-1.78919606210520e+002
2.34422881531976e+004,9.73721435172936e+001,-1.78906693882804e+002
2.34963282084814e+004,9.73804277220576e+001,-1.78894241738808e+002
2.35504928389584e+004,9.73886114122830e+001,-1.78882235837527e+002
2.36047823318041e+004,9.73966960290414e+001,-1.78870662692004e+002
2.36591969748559e+004,9.74046829963915e+001,-1.78859509253419e+002
2.37137370566149e+004,9.74125737211104e+001,-1.78848762895757e+002
2.37684028662471e+004,9.74203695924685e+001,-1.78838411401018e+002
2.38231946935852e+004,9.74280719820465e+001,-1.78828442944967e+002
2.38781128291301e+004,9.74356822435902e+001,-1.78818846083397e+002
2.39331575640522e+004,9.74432017129011e+001,-1.78809609738886e+002
2.39883291901932e+004,9.74506317077597e+001,-1.78800723188040e+002
2.40436280000676e+004,9.74579735278782e+001,-1.78792176049200e+002
2.40990542868642e+004,9.74652284548810e+001,-1.78783958270597e+002
2.41546083444477e+004,9.74723977523108e+001,-1.78776060118940e+002
2.42102904673601e+004,9.74794826656568e+001,-1.78768472168423e+002
2.42661009508224e+004,9.74864844224050e+001,-1.78761185290132e+002
2.43220400907364e+004,9.74934042321068e+001,-1.78754190641845e+002
2.43781081836858e+004,9.75002432864656e+001,-1.78747479658204e+002
2.44343055269380e+004,9.75070027594392e+001,-1.78741044041242e+002
2.44906324184457e+004,9.75136838073557e+001,-1.78734875751270e+002
2.45470891568486e+004,9.75202875690434e+001,-1.78728966998084e+002
2.46036760414745e+004,9.75268151659715e+001,-1.78723310232504e+002
2.46603933723416e+004,9.75332677024012e+001,-1.78717898138218e+002
2.47172414501595e+004,9.75396462655468e+001,-1.78712723623923e+002
2.47742205763311e+004,9.75459519257440e+001,-1.78707779815759e+002
2.48313310529539e+004,9.75521857366264e+001,-1.78703060050008e+002
2.48885731828221e+004,9.75583487353078e+001,-1.78698557866068e+002
2.49459472694278e+004,9.75644419425702e+001,-1.78694266999679e+002
2.50034536169625e+004,9.75704663630571e+001,-1.78690181376391e+002
2.50610925303193e+004,9.75764229854702e+001,-1.78686295105270e+002
2.51188643150940e+004,9.75823127827706e+001,-1.78682602472838e+002
2.51767692775867e+004,9.75881367123820e+001,-1.78679097937213e+002
2.52348077248039e+004,9.75938957163967e+001,-1.78675776122480e+002
2.52929799644596e+004,9.75995907217843e+001,-1.78672631813251e+002
2.53512863049773e+004,9.76052226406002e+001,-1.78669659949419e+002
2.54097270554912e+004,9.76107923701969e+001,-1.78666855621104e+002
2.54683025258486e+004,9.76163007934350e+001,-1.78664214063779e+002
2.55270130266106e+004,9.76217487788949e+001,-1.78661730653559e+002
2.55858588690546e+004,9.76271371810881e+001,-1.78659400902666e+002
2.56448403651753e+004,9.76324668406695e+001,-1.78657220455054e+002
2.57039578276868e+004,9.76377385846473e+001,-1.78655185082176e+002
2.57632115700239e+004,9.76429532265939e+001,-1.78653290678914e+002
2.58226019063441e+004,9.76481115668548e+001,-1.78651533259643e+002
2.58821291515290e+004,9.76532143927567e+001,-1.78649908954429e+002
2.59417936211863e+004,9.76582624788145e+001,-1.78648414005368e+002
2.60015956316508e+004,9.76632565869363e+001,-1.78647044763044e+002
2.60615354999871e+004,9.76681974666271e+001,-1.78645797683112e+002
2.61216135439902e+004,9.76730858551906e+001,-1.78644669323000e+002
2.61818300821880e+004,9.76779224779291e+001,-1.78643656338721e+002
2.62421854338425e+004,9.76827080483421e+001,-1.78642755481796e+002
2.63026799189519e+004,9.76874432683211e+001,-1.78641963596283e+002
2.63633138582519e+004,9.76921288283446e+001,-1.78641277615903e+002
2.64240875732175e+004,9.76967654076687e+001,-1.78640694561267e+002
2.64850013860651e+004,9.77013536745167e+001,-1.78640211537197e+002
2.65460556197535e+004,9.77058942862661e+001,-1.78639825730135e+002
2.66072505979862e+004,9.77103878896329e+001,-1.78639534405638e+002
2.66685866452128e+004,9.77148351208538e+001,-1.78639334905963e+002
2.67300640866312e+004,9.77192366058659e+001,-1.78639224647726e+002
2.67916832481884e+004,9.77235929604833e+001,-1.78639201119644e+002
2.68534444565831e+004,9.77279047905726e+001,-1.78639261880344e+002
2.69153480392672e+004,9.77321726922241e+001,-1.78639404556258e+002
2.69773943244472e+004,9.77363972519220e+001,-1.78639626839575e+002
2.70395836410865e+004,9.77405790467110e+001,-1.78639926486267e+002
2.71019163189064e+004,9.77447186443610e+001,-1.78640301314176e+002
2.71643926883888e+004,9.77488166035287e+001,-1.78640749201168e+002
2.72270130807771e+004,9.77528734739175e+001,-1.78641268083343e+002
2.72897778280784e+004,9.77568897964336e+001,-1.78641855953308e+002
2.73526872630651e+004,9.77608661033411e+001,-1.78642510858501e+002
2.74157417192768e+004,9.77648029184131e+001,-1.78643230899570e+002
2.74789415310219e+004,9.77687007570815e+001,-1.78644014228811e+002
2.75422870333796e+004,9.77725601265835e+001,-1.78644859048646e+002
2.76057785622014e+004,9.77763815261060e+001,-1.78645763610156e+002
2.76694164541131e+004,9.77801654469278e+001,-1.78646726211664e+002
2.77332010465164e+004,9.77839123725587e+001,-1.78647745197353e+002
2.77971326775908e+004,9.77876227788766e+001,-1.78648818955939e+002
2.78612116862956e+004,9.77912971342627e+001,-1.78649945919377e+002
2.79254384123713e+004,9.77949358997333e+001,-1.78651124561616e+002
2.79898131963416e+004,9.77985395290703e+001,-1.78652353397387e+002
2.80543363795151e+004,9.78021084689485e+001,-1.78653630981032e+002
2.81190083039873e+004,9.78056431590616e+001,-1.78654955905371e+002
2.81838293126424e+004,9.78091440322451e+001,-1.78656326800599e+002
2.82487997491550e+004,9.78126115145977e+001,-1.78657742333223e+002
2.83139199579917e+004,9.78160460255996e+001,-1.78659201205034e+002
2.83791902844134e+004,9.78194479782299e+001,-1.78660702152098e+002
2.84446110744770e+004,9.78228177790810e+001,-1.78662243943797e+002
2.85101826750370e+004,9.78261558284709e+001,-1.78663825381884e+002
2.85759054337473e+004,9.78294625205538e+001,-1.78665445299574e+002
2.86417796990637e+004,9.78327382434289e+001,-1.78667102560663e+002
2.87078058202448e+004,9.78359833792466e+001,-1.78668796058672e+002
2.87739841473545e+004,9.78391983043127e+001,-1.78670524716016e+002
2.88403150312639e+004,9.78423833891919e+001,-1.78672287483205e+002
2.89067988236526e+004,9.78455389988074e+001,-1.78674083338059e+002
2.89734358770111e+004,9.78486654925406e+001,-1.78675911284954e+002
2.90402265446423e+004,9.78517632243276e+001,-1.78677770354091e+002
2.91071711806639e+004,9.78548325427549e+001,-1.78679659600783e+002
2.91742701400095e+004,9.78578737911521e+001,-1.78681578104764e+002
2.92415237784312e+004,9.78608873076841e+001,-1.78683524969522e+002
2.93089324525010e+004,9.78638734254413e+001,-1.78685499321650e+002
2.93764965196131e+004,9.78668324725270e+001,-1.78687500310213e+002
2.94442163379854e+004,9.78697647721451e+001,-1.78689527106142e+002
2.95120922666616e+004,9.78726706426843e+001,-1.78691578901636e+002
2.95801246655132e+004,9.78755503978020e+001,-1.78693654909589e+002
2.96483138952412e+004,9.78784043465060e+001,-1.78695754363032e+002
2.97166603173780e+004,9.78812327932349e+001,-1.78697876514588e+002
2.97851642942896e+004,9.78840360379367e+001,-1.78700020635949e+002
2.98538261891773e+004,9.78868143761464e+001,-1.78702186017362e+002
2.99226463660796e+004,9.78895680990618e+001,-1.78704371967136e+002
2.99916251898742e+004,9.78922974936180e+001,-1.78706577811158e+002
3.00607630262800e+004,9.78950028425603e+001,-1.78708802892427e+002
3.01300602418589e+004,9.78976844245161e+001,-1.78711046570596e+002
3.01995172040179e+004,9.79003425140652e+001,-1.78713308221537e+002
3.02691342810108e+004,9.79029773818086e+001,-1.78715587236907e+002
3.03389118419404e+004,9.79055892944366e+001,-1.78717883023738e+002
3.04088502567605e+004,9.79081785147950e+001,-1.78720195004023e+002
3.04789498962775e+004,9.79107453019504e+001,-1.78722522614335e+002
3.05492111321528e+004,9.79132899112541e+001,-1.78724865305436e+002
3.06196343369044e+004,9.79158125944049e+001,-1.78727222541912e+002
3.06902198839092e+004,9.79183135995110e+001,-1.78729593801810e+002
3.07609681474047e+004,9.79207931711500e+001,-1.78731978576290e+002
3.08318795024912e+004,9.79232515504284e+001,-1.78734376369281e+002
3.09029543251336e+004,9.79256889750401e+001,-1.78736786697156e+002
3.09741929921634e+004,9.79281056793231e+001,-1.78739209088406e+002
3.10455958812812e+004,9.79305018943157e+001,-1.78741643083328e+002
3.11171633710578e+004,9.79328778478116e+001,-1.78744088233724e+002
3.11888958409370e+004,9.79352337644141e+001,-1.78746544102606e+002
3.12607936712372e+004,9.79375698655885e+001,-1.78749010263903e+002
3.13328572431535e+004,9.79398863697145e+001,-1.78751486302189e+002
3.14050869387598e+004,9.79421834921372e+001,-1.78753971812408e+002
3.14774831410107e+004,9.79444614452173e+001,-1.78756466399610e+002
3.15500462337438e+004,9.79467204383799e+001,-1.78758969678697e+002
3.16227766016814e+004,9.79489606781629e+001,-1.78761481274169e+002
3.16956746304325e+004,9.79511823682647e+001,-1.78764000819884e+002
3.17687407064953e+004,9.79533857095900e+001,-1.78766527958823e+002
3.18419752172588e+004,9.79555709002962e+001,-1.78769062342856e+002
3.19153785510052e+004,9.79577381358372e+001,-1.78771603632522e+002
3.19889510969115e+004,9.79598876090087e+001,-1.78774151496811e+002
3.20626932450522e+004,9.79620195099899e+001,-1.78776705612951e+002
3.21366053864007e+004,9.79641340263868e+001,-1.78779265666204e+002
3.22106879128319e+004,9.79662313432736e+001,-1.78781831349661e+002
3.22849412171239e+004,9.79683116432333e+001,-1.78784402364054e+002
3.23593656929603e+004,9.79703751063978e+001,-1.78786978417561e+002
3.24339617349324e+004,9.79724219104877e+001,-1.78789559225623e+002
3.25087297385409e+004,9.79744522308500e+001,-1.78792144510764e+002
3.25836701001984e+004,9.79764662404971e+001,-1.78794734002414e+002
3.26587832172310e+004,9.79784641101431e+001,-1.78797327436744e+002
3.27340694878813e+004,9.79804460082411e+001,-1.78799924556492e+002
3.28095293113094e+004,9.79824121010186e+001,-1.78802525110810e+002
3.28851630875957e+004,9.79843625525127e+001,-1.78805128855099e+002
3.29609712177432e+004,9.79862975246053e+001,-1.78807735550863e+002
3.30369541036789e+004,9.79882171770563e+001,-1.78810344965553e+002
3.31131121482565e+004,9.79901216675376e+001,-1.78812956872428e+002
3.31894457552585e+004,9.79920111516656e+001,-1.78815571050406e+002
3.32659553293979e+004,9.79938857830332e+001,-1.78818187283936e+002
3.33426412763209e+004,9.79957457132419e+001,-1.78820805362855e+002
3.34195040026088e+004,9.79975910919324e+001,-1.78823425082261e+002
3.34965439157801e+004,9.79994220668153e+001,-1.78826046242387e+002
3.35737614242928e+004,9.80012387837010e+001,-1.78828668648473e+002
3.36511569375464e+004,9.80030413865291e+001,-1.78831292110650e+002
3.37287308658842e+004,9.80048300173973e+001,-1.78833916443816e+002
3.38064836205955e+004,9.80066048165898e+001,-1.78836541467527e+002
3.38844156139176e+004,9.80083659226051e+001,-1.78839167005884e+002
3.39625272590382e+004,9.80101134721835e+001,-1.78841792887421e+002
3.40408189700974e+004,9.80118476003339e+001,-1.78844418945001e+002
3.41192911621902e+004,9.80135684403605e+001,-1.78847045015712e+002
3.41979442513682e+004,9.80152761238882e+001,-1.78849670940768e+002
3.42767786546423e+004,9.80169707808886e+001,-1.78852296565406e+002
3.43557947899848e+004,9.80186525397051e+001,-1.78854921738795e+002
3.44349930763311e+004,9.80203215270770e+001,-1.78857546313941e+002
3.45143739335829e+004,9.80219778681644e+001,-1.78860170147594e+002
3.45939377826095e+004,9.80236216865715e+001,-1.78862793100162e+002
3.46736850452504e+004,9.80252531043698e+001,-1.78865415035622e+002
3.47536161443178e+004,9.80268722421219e+001,-1.78868035821438e+002
3.48337315035984e+004,9.80284792189031e+001,-1.78870655328475e+002
3.49140315478558e+004,9.80300741523242e+001,-1.78873273430923e+002
3.49945167028330e+004,9.80316571585528e+001,-1.78875890006217e+002
3.50751873952540e+004,9.80332283523355e+001,-1.78878504934958e+002
3.51560440528270e+004,9.80347878470178e+001,-1.78881118100844e+002
3.52370871042459e+004,9.80363357545661e+001,-1.78883729390592e+002
3.53183169791929e+004,9.80378721855869e+001,-1.78886338693870e+002
3.53997341083407e+004,9.80393972493475e+001,-1.78888945903228e+002
3.54813389233547e+004,9.80409110537953e+001,-1.78891550914029e+002
3.55631318568957e+004,9.80424137055773e+001,-1.78894153624385e+002
3.56451133426216e+004,9.80439053100590e+001,-1.78896753935091e+002
3.57272838151900e+004,9.80453859713431e+001,-1.78899351749565e+002
3.58096437102607e+004,9.80468557922878e+001,-1.78901946973784e+002
3.58921934644977e+004,9.80483148745249e+001,-1.78904539516226e+002
3.59749335155714e+004,9.80497633184776e+001,-1.78907129287813e+002
3.60578643021614e+004,9.80512012233778e+001,-1.78909716201851e+002
3.61409862639584e+004,9.80526286872832e+001,-1.78912300173977e+002
3.62242998416670e+004,9.80540458070944e+001,-1.78914881122107e+002
3.63078054770072e+004,9.80554526785715e+001,-1.78917458966378e+002
3.63915036127178e+004,9.80568493963499e+001,-1.78920033629101e+002
3.64753946925579e+004,9.80582360539571e+001,-1.78922605034707e+002
3.65594791613096e+004,9.80596127438277e+001,-1.78925173109703e+002
3.66437574647804e+004,9.80609795573197e+001,-1.78927737782620e+002
3.67282300498055e+004,9.80623365847288e+001,-1.78930298983968e+002
3.68128973642502e+004,9.80636839153045e+001,-1.78932856646189e+002
3.68977598570121e+004,9.80650216372638e+001,-1.78935410703614e+002
3.69828179780236e+004,9.80663498378065e+001,-1.78937961092420e+002
3.70680721782546e+004,9.80676686031291e+001,-1.78940507750585e+002
3.71535229097143e+004,9.80689780184389e+001,-1.78943050617851e+002
3.72391706254538e+004,9.80702781679678e+001,-1.78945589635677e+002
3.73250157795690e+004,9.80715691349860e+001,-1.78948124747206e+002
3.74110588272023e+004,9.80728510018152e+001,-1.78950655897223e+002
3.74973002245453e+004,9.80741238498418e+001,-1.78953183032117e+002
3.75837404288414e+004,9.80753877595302e+001,-1.78955706099848e+002
3.76703798983878e+004,9.80766428104347e+001,-1.78958225049906e+002
3.77572190925385e+004,9.80778890812130e+001,-1.78960739833278e+002
3.78442584717063e+004,9.80791266496376e+001,-1.78963250402416e+002
3.79314984973651e+004,9.80803555926089e+001,-1.78965756711200e+002
3.80189396320530e+004,9.80815759861661e+001,-1.78968258714908e+002
3.81065823393742e+004,9.80827879054999e+001,-1.78970756370183e+002
3.81944270840015e+004,9.80839914249633e+001,-1.78973249635001e+002
3.82824743316791e+004,9.80851866180833e+001,-1.78975738468641e+002
3.83707245492247e+004,9.80863735575723e+001,-1.78978222831657e+002
3.84591782045322e+004,9.80875523153386e+001,-1.78980702685847e+002
3.85478357665740e+004,9.80887229624978e+001,-1.78983177994224e+002
3.86366977054038e+004,9.80898855693830e+001,-1.78985648720993e+002
3.87257644921586e+004,9.80910402055554e+001,-1.78988114831515e+002
3.88150365990617e+004,9.80921869398150e+001,-1.78990576292289e+002
3.89045144994249e+004,9.80933258402104e+001,-1.78993033070924e+002
3.89941986676512e+004,9.80944569740487e+001,-1.78995485136110e+002
3.90840895792370e+004,9.80955804079060e+001,-1.78997932457598e+002
3.91741877107751e+004,9.80966962076362e+001,-1.79000375006172e+002
3.92644935399568e+004,9.80978044383813e+001,-1.79002812753628e+002
3.93550075455745e+004,9.80989051645807e+001,-1.79005245672751e+002
3.94457302075246e+004,9.80999984499798e+001,-1.79007673737290e+002
3.95366620068096e+004,9.81010843576401e+001,-1.79010096921939e+002
3.96278034255407e+004,9.81021629499475e+001,-1.79012515202314e+002
3.97191549469408e+004,9.81032342886213e+001,-1.79014928554930e+002
3.98107170553465e+004,9.81042984347229e+001,-1.79017336957186e+002
3.99024902362109e+004,9.81053554486645e+001,-1.79019740387337e+002
3.99944749761065e+004,9.81064053902176e+001,-1.79022138824483e+002
4.00866717627270e+004,9.81074483185208e+001,-1.79024532248543e+002
4.01790810848907e+004,9.81084842920885e+001,-1.79026920640239e+002
4.02717034325426e+004,9.81095133688189e+001,-1.79029303981078e+002
4.03645392967572e+004,9.81105356060017e+001,-1.79031682253333e+002
4.04575891697409e+004,9.81115510603262e+001,-1.79034055440026e+002
4.05508535448350e+004,9.81125597878887e+001,-1.79036423524911e+002
4.06443329165179e+004,9.81135618442002e+001,-1.79038786492457e+002
4.07380277804079e+004,9.81145572841941e+001,-1.79041144327831e+002
4.08319386332658e+004,9.81155461622333e+001,-1.79043497016883e+002
4.09260659729977e+004,9.81165285321174e+001,-1.79045844546130e+002
4.10204102986573e+004,9.81175044470901e+001,-1.79048186902740e+002
4.11149721104488e+004,9.81184739598460e+001,-1.79050524074520e+002
4.12097519097296e+004,9.81194371225377e+001,-1.79052856049895e+002
4.13047501990127e+004,9.81203939867824e+001,-1.79055182817901e+002
4.13999674819696e+004,9.81213446036689e+001,-1.79057504368165e+002
4.14954042634329e+004,9.81222890237640e+001,-1.79059820690898e+002
4.15910610493988e+004,9.81232272971192e+001,-1.79062131776872e+002
4.16869383470301e+004,9.81241594732769e+001,-1.79064437617417e+002
4.17830366646587e+004,9.81250856012772e+001,-1.79066738204401e+002
4.18793565117884e+004,9.81260057296635e+001,-1.79069033530222e+002
4.19758983990973e+004,9.81269199064891e+001,-1.79071323587793e+002
4.20726628384409e+004,9.81278281793232e+001,-1.79073608370530e+002
4.21696503428547e+004,9.81287305952569e+001,-1.79075887872343e+002
4.22668614265568e+004,9.81296272009087e+001,-1.79078162087621e+002
4.23642966049506e+004,9.81305180424310e+001,-1.79080431011223e+002
4.24619563946277e+004,9.81314031655152e+001,-1.79082694638467e+002
4.25598413133708e+004,9.81322826153976e+001,-1.79084952965119e+002
4.26579518801557e+004,9.81331564368650e+001,-1.79087205987381e+002
4.27562886151550e+004,9.81340246742599e+001,-1.79089453701883e+002
4.28548520397404e+004,9.81348873714865e+001,-1.79091696105671e+002
4.29536426764851e+004,9.81357445720152e+001,-1.79093933196201e+002
4.30526610491675e+004,9.81365963188884e+001,-1.79096164971323e+002
4.31519076827729e+004,9.81374426547257e+001,-1.79098391429277e+002
4.32513831034972e+004,9.81382836217286e+001,-1.79100612568681e+002
4.33510878387493e+004,9.81391192616858e+001,-1.79102828388525e+002
4.34510224171535e+004,9.81399496159781e+001,-1.79105038888158e+002
4.35511873685532e+004,9.81407747255834e+001,-1.79107244067282e+002
4.36515832240129e+004,9.81415946310813e+001,-1.79109443925944e+002
4.37522105158215e+004,9.81424093726578e+001,-1.79111638464526e+002
4.38530697774949e+004,9.81432189901104e+001,-1.79113827683738e+002
4.39541615437787e+004,9.81440235228521e+001,-1.79116011584611e+002
4.40554863506516e+004,9.81448230099166e+001,-1.79118190168488e+002
4.41570447353275e+004,9.81456174899621e+001,-1.79120363437014e+002
4.42588372362589e+004,9.81464070012764e+001,-1.79122531392135e+002
4.43608643931395e+004,9.81471915817809e+001,-1.79124694036084e+002
4.44631267469071e+004,9.81479712690347e+001,-1.79126851371381e+002
4.45656248397466e+004,9.81487461002392e+001,-1.79129003400817e+002
4.46683592150925e+004,9.81495161122423e+001,-1.79131150127456e+002
4.47713304176325e+004,9.81502813415423e+001,-1.79133291554623e+002
4.48745389933094e+004,9.81510418242919e+001,-1.79135427685900e+002
4.49779854893250e+004,9.81517975963025e+001,-1.79137558525118e+002
4.50816704541422e+004,9.81525486930480e+001,-1.79139684076354e+002
4.51855944374884e+004,9.81532951496687e+001,-1.79141804343919e+002
4.52897579903582e+004,9.81540370009753e+001,-1.79143919332358e+002
4.53941616650165e+004,9.81547742814522e+001,-1.79146029046441e+002
4.54988060150010e+004,9.81555070252619e+001,-1.79148133491158e+002
4.56036915951257e+004,9.81562352662485e+001,-1.79150232671715e+002
4.57088189614836e+004,9.81569590379409e+001,-1.79152326593525e+002
4.58141886714494e+004,9.81576783735569e+001,-1.79154415262207e+002
4.59198012836829e+004,9.81583933060067e+001,-1.79156498683576e+002
4.60256573581317e+004,9.81591038678960e+001,-1.79158576863642e+002
4.61317574560340e+004,9.81598100915301e+001,-1.79160649808603e+002
4.62381021399221e+004,9.81605120089166e+001,-1.79162717524842e+002
4.63446919736248e+004,9.81612096517691e+001,-1.79164780018918e+002
4.64515275222710e+004,9.81619030515108e+001,-1.79166837297566e+002
4.65586093522919e+004,9.81625922392772e+001,-1.79168889367691e+002
4.66659380314249e+004,9.81632772459196e+001,-1.79170936236361e+002
4.67735141287158e+004,9.81639581020085e+001,-1.79172977910807e+002
4.68813382145225e+004,9.81646348378363e+001,-1.79175014398414e+002
4.69894108605175e+004,9.81653074834208e+001,-1.79177045706720e+002
4.70977326396912e+004,9.81659760685079e+001,-1.79179071843412e+002
4.72063041263550e+004,9.81666406225748e+001,-1.79181092816320e+002
4.73151258961440e+004,9.81673011748332e+001,-1.79183108633414e+002
4.74241985260204e+004,9.81679577542319e+001,-1.79185119302801e+002
4.75335225942764e+004,9.81686103894596e+001,-1.79187124832719e+002
4.76430986805375e+004,9.81692591089483e+001,-1.79189125231536e+002
4.77529273657650e+004,9.81699039408756e+001,-1.79191120507745e+002
4.78630092322597e+004,9.81705449131678e+001,-1.79193110669959e+002
